country_code,year,inflation_percent,exports_percent_gdp,imports_percent_gdp,gdp_current_local,gdp_current_million,gdp_growth_percent
ABW,1960,0.0,0.0,0.0,0.0,0.0,0.0
ABW,1961,0.0,0.0,0.0,0.0,0.0,0.0
ABW,1962,0.0,0.0,0.0,0.0,0.0,0.0
ABW,1963,0.0,0.0,0.0,0.0,0.0,0.0
ABW,1964,0.0,0.0,0.0,0.0,0.0,0.0
ABW,1965,0.0,0.0,0.0,0.0,0.0,0.0
ABW,1966,0.0,0.0,0.0,0.0,0.0,0.0
ABW,1967,0.0,0.0,0.0,0.0,0.0,0.0
ABW,1968,0.0,0.0,0.0,0.0,0.0,0.0
ABW,1969,0.0,0.0,0.0,0.0,0.0,0.0
ABW,1970,0.0,0.0,0.0,0.0,0.0,0.0
ABW,1971,0.0,0.0,0.0,0.0,0.0,0.0
ABW,1972,0.0,0.0,0.0,0.0,0.0,0.0
ABW,1973,0.0,0.0,0.0,0.0,0.0,0.0
ABW,1974,0.0,0.0,0.0,0.0,0.0,0.0
ABW,1975,0.0,0.0,0.0,0.0,0.0,0.0
ABW,1976,0.0,0.0,0.0,0.0,0.0,0.0
ABW,1977,0.0,0.0,0.0,0.0,0.0,0.0
ABW,1978,0.0,0.0,0.0,0.0,0.0,0.0
ABW,1979,0.0,0.0,0.0,0.0,0.0,0.0
ABW,1980,0.0,0.0,0.0,0.0,0.0,0.0
ABW,1981,0.0,0.0,0.0,0.0,0.0,0.0
ABW,1982,0.0,0.0,0.0,0.0,0.0,0.0
ABW,1983,0.0,0.0,0.0,0.0,0.0,0.0
ABW,1984,0.0,0.0,0.0,0.0,0.0,0.0
ABW,1985,4.03225805628628,0.0,0.0,0.0,0.0,0.0
ABW,1986,1.07396640826829,0.0,0.0,405586592.178771,405.586592178771,0.0
ABW,1987,3.64304545817706,0.0,0.0,487709497.206704,487.709497206704,16.0784313755902
ABW,1988,3.12186849610723,0.0,0.0,596648044.692737,596.648044692737,18.6486486682331
ABW,1989,3.99162804604575,0.0,0.0,695530726.256983,695.530726256983,12.1298405451924
ABW,1990,5.83668775158166,0.0,0.0,764804469.273743,764.804469273743,3.96140172360629
